"","brand","product","name","specific","lightness","hex","lightToDark","numbers","id"
"2586","MAKE UP FOR EVER","Matte Velvet Skin Blurring Powder Foundation",NA,"Y335",0.809803921568627,"#F8C1A5",TRUE,335,126
"2587","HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick",NA,"335B",0.827450980392157,"#F6C3B0",TRUE,335,100
"2588","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"Y335",0.754901960784314,"#DCC6A5",TRUE,335,123
"2589","MAKE UP FOR EVER","Ultra HD Invisible Cover Stick Foundation",NA,"Y335",0.66078431372549,"#D79F7A",TRUE,335,124
"2590","Beauty Bakerie","InstaBake Aqua Glass Foundation","Warm","337",0.694117647058824,"#D7B18B",FALSE,337,127
"2591","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Spicy Brown","338",0.580392156862745,"#C68462",TRUE,338,104
"2592","Beauty Bakerie","InstaBake Aqua Glass Foundation","Neutral","339",0.731372549019608,"#DCB799",FALSE,339,127
"2593","Anastasia Beverly Hills","Luminous Foundation",NA,"340C",0.454901960784314,"#986F50",TRUE,340,91
"2594","Lancôme","Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation","Versatile Nu III","340",0.766666666666667,"#F3C094",TRUE,340,120
"2595","Revlon","ColorStay Makeup For Combo/Oily Skin","Early Tan","340",0.684313725490196,"#D79F86",TRUE,340,111
"2596","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Cappuccino","340",0.549019607843137,"#C88350",TRUE,340,104
"2597","Maybelline","Super Stay Full Coverage Foundation","Cappuccino","340",0.429411764705882,"#A16D3A",TRUE,340,105
"2598","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Bisque N","340",0.676470588235294,"#D6AA83",TRUE,340,88
"2599","Juvia's Place","I Am Magic Foundation","Kampala","340",0.415686274509804,"#A35D31",FALSE,340,93
"2600","Lancôme","Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27","Clair 35 N","340",0.647058823529412,"#D1A479",TRUE,340,89
"2601","ZOEVA","Authentik Skin Natural Luminous Foundation","Magical","340W",0.476470588235294,"#C5692E",TRUE,340,78
"2602","Exa","High Fidelity Foundation","Koko","340",0.63921568627451,"#D09276",FALSE,340,115
"2603","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Warm","340",0.57843137254902,"#D98D4E",TRUE,340,95
"2604","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"340",0.488235294117647,"#A57254",TRUE,340,96
"2605","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"340",0.594117647058824,"#C58D6A",TRUE,340,97
"2606","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"340C",0.641176470588235,"#CFA178",TRUE,340,98
"2607","MAKE UP FOR EVER","Reboot Active Care Revitalizing Foundation",NA,"Y340",0.635294117647059,"#CC9C78",TRUE,340,125
"2608","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"340",0.513725490196078,"#AC7D5A",TRUE,340,99
"2609","HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick",NA,"340G",0.696078431372549,"#D9B18A",TRUE,340,100
"2610","Gucci","Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation",NA,"340N",0.629411764705882,"#D69B6B",TRUE,340,116
"2611","HUDA BEAUTY","#FauxFilter Full Coverage Matte Foundation","HUDA BEAUTY FauxFilter Full Coverage Matte Foundation Baklava","340G",0.505882352941176,"#B3814F",TRUE,340,101
"2612","Shiseido","Synchro Skin Self-Refreshing Foundation SPF 30",NA,"340",0.815686274509804,"#F6D0AA",TRUE,340,117
"2613","La Mer","The Soft Fluid Long Wear Foundation SPF 20","Suede","340",0.786274509803922,"#F4BF9D",TRUE,340,118
"2614","Shiseido","Synchro Skin Self-Refreshing Custom Finish Powder Foundation","Oak","340",0.694117647058824,"#E0AB82",TRUE,340,119
"2615","Origins","Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation",NA,"340",0.649019607843137,"#C6A485",TRUE,340,102
"2616","Beauty Bakerie","InstaBake Aqua Glass Foundation","Warm Neutral","341",0.735294117647059,"#E0B897",FALSE,341,127
"2617","Beauty Bakerie","InstaBake Aqua Glass Foundation","Neutral","343",0.747058823529412,"#E0BA9D",FALSE,343,127
"2618","Anastasia Beverly Hills","Luminous Foundation",NA,"345C",0.513725490196078,"#AF7E57",TRUE,345,91
"2619","Beauty Bakerie","InstaBake Aqua Glass Foundation","Warm","345",0.77843137254902,"#E6C3A7",FALSE,345,127
"2620","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"345",0.53921568627451,"#C08553",TRUE,345,96
"2621","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"345",0.672549019607843,"#E4A673",TRUE,345,97
"2622","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y345",0.633333333333333,"#C19C82",TRUE,345,122
"2623","MAKE UP FOR EVER","Matte Velvet Skin Blurring Powder Foundation",NA,"Y345",0.768627450980392,"#EBB69D",TRUE,345,126
"2624","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"345",0.627450980392157,"#D1A16F",TRUE,345,99
"2625","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"Y345",0.747058823529412,"#DDC4A0",TRUE,345,123
"2626","Givenchy","Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25",NA,"C345",0.511764705882353,"#A7775E",TRUE,345,107
"2627","Beauty Bakerie","InstaBake Aqua Glass Foundation","Cool","347",0.811764705882353,"#EBC8B3",FALSE,347,127
"2628","Beauty Bakerie","InstaBake Aqua Glass Foundation","Warm","349",0.811764705882353,"#EECAB0",FALSE,349,127
"2629","Anastasia Beverly Hills","Luminous Foundation",NA,"350C",0.47843137254902,"#A17153",TRUE,350,91
"2630","Lancôme","Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation","Bisque","350",0.723529411764706,"#EEB683",TRUE,350,120
"2631","Revlon","ColorStay Makeup For Combo/Oily Skin","Rich Tan","350",0.682352941176471,"#D5A287",TRUE,350,111
"2632","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Bisque C","350",0.686274509803922,"#DAAA84",TRUE,350,88
"2633","Juvia's Place","I Am Magic Foundation","Somalia","350",0.458823529411765,"#B46636",FALSE,350,93
"2634","Lancôme","Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27","Dore 10 N","350",0.631372549019608,"#CF9573",TRUE,350,89
"2635","ZOEVA","Authentik Skin Natural Luminous Foundation","Masterful","350W",0.388235294117647,"#A94D1D",TRUE,350,78
"2636","Exa","High Fidelity Foundation","KB","350",0.701960784313725,"#D7B38F",FALSE,350,115
"2637","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Cool","350",0.584313725490196,"#D58655",TRUE,350,95
"2638","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"350",0.527450980392157,"#B87E55",TRUE,350,96
"2639","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"350",0.613725490196078,"#D79762",TRUE,350,97
"2640","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"350C",0.650980392156863,"#D19A7B",TRUE,350,98
"2641","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"350",0.588235294117647,"#C69666",TRUE,350,99
"2642","HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick",NA,"350G",0.772549019607843,"#F4BF96",TRUE,350,100
"2643","Gucci","Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation",NA,"350W",0.590196078431373,"#CA9363",TRUE,350,116
"2644","HUDA BEAUTY","#FauxFilter Full Coverage Matte Foundation","Dulce De Leche","350G",0.515686274509804,"#B38054",TRUE,350,101
"2645","Shiseido","Synchro Skin Self-Refreshing Foundation SPF 30",NA,"350",0.794117647058823,"#EBC7AA",TRUE,350,117
"2646","La Mer","The Soft Fluid Long Wear Foundation SPF 20","Honey","350",0.684313725490196,"#D7A986",TRUE,350,118
"2647","Shiseido","Synchro Skin Self-Refreshing Custom Finish Powder Foundation","Maple","350",0.652941176470588,"#D59E78",TRUE,350,119
"2648","Beauty Bakerie","InstaBake Aqua Glass Foundation","Neutral","351",0.829411764705882,"#EECDB9",FALSE,351,127
"2649","Beauty Bakerie","InstaBake Aqua Glass Foundation","Cool","353",0.882352941176471,"#F2DCD0",FALSE,353,127
"2650","Anastasia Beverly Hills","Luminous Foundation",NA,"355N",0.458823529411765,"#A06F4A",TRUE,355,91
"2651","Lancôme","Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation","Bisque","355",0.711764705882353,"#ECAA7F",TRUE,355,120
"2652","Beauty Bakerie","InstaBake Aqua Glass Foundation","Warm","355",0.849019607843137,"#F8D8B9",FALSE,355,127
"2653","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Coconut","355",0.470588235294118,"#AE6742",TRUE,355,104
"2654","Maybelline","Super Stay Full Coverage Foundation","Coconut","355",0.411764705882353,"#935F3F",TRUE,355,105
"2655","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y355",0.576470588235294,"#B09076",TRUE,355,122
"2656","MAKE UP FOR EVER","Reboot Active Care Revitalizing Foundation",NA,"Y355",0.672549019607843,"#CDA98A",TRUE,355,125
"2657","MAKE UP FOR EVER","Matte Velvet Skin Blurring Powder Foundation",NA,"Y355",0.813725490196078,"#F7C3A8",TRUE,355,126
"2658","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"Y355",0.766666666666667,"#DEC6A9",TRUE,355,123
"2659","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Warm Coconut","356",0.452941176470588,"#AA663D",TRUE,356,104
"2660","Beauty Bakerie","InstaBake Aqua Glass Foundation","Warm Neutral","357",0.907843137254902,"#F6E6D9",FALSE,357,127
"2661","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Latte","358",0.507843137254902,"#A9725A",TRUE,358,104
"2662","Beauty Bakerie","InstaBake Aqua Glass Foundation","Cool","359",0.927450980392157,"#F8EAE1",FALSE,359,127
"2663","Anastasia Beverly Hills","Luminous Foundation",NA,"360C",0.452941176470588,"#A16E46",TRUE,360,91
"2664","Lancôme","Teint Idole Ultra Longwear Foundation Stick SPF 21","Bisque N","360",0.672549019607843,"#D3AB84",TRUE,360,110
"2665","Lancôme","Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation","Versatile Honey III","360",0.672549019607843,"#E2A575",TRUE,360,120
"2666","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Mocha","360",0.409803921568627,"#9E6033",TRUE,360,104
"2667","Maybelline","Super Stay Full Coverage Foundation","Mocha","360",0.345098039215686,"#775039",TRUE,360,105
"2668","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Bisque N","360",0.672549019607843,"#D2AC85",TRUE,360,88
"2669","Lancôme","Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27","Dore 20 W","360",0.598039215686274,"#C78E6A",TRUE,360,89
"2670","ZOEVA","Authentik Skin Natural Luminous Foundation","Original","360N",0.403921568627451,"#AD4A21",TRUE,360,78
"2671","Exa","High Fidelity Foundation","Oakjoo","360",0.707843137254902,"#DBAF8E",FALSE,360,115
"2672","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Neutral","360",0.586274509803922,"#DC834F",TRUE,360,95
"2673","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"360",0.545098039215686,"#C28354",TRUE,360,96
"2674","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"360",0.601960784313725,"#CF9664",TRUE,360,97
"2675","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"R360",0.56078431372549,"#AC8672",TRUE,360,122
"2676","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"360W",0.633333333333333,"#D1A172",TRUE,360,98
"2677","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"360",0.590196078431373,"#C2986B",TRUE,360,99
"2678","Gucci","Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation",NA,"360W",0.582352941176471,"#C38F66",TRUE,360,116
"2679","Shiseido","Synchro Skin Self-Refreshing Foundation SPF 30",NA,"360",0.772549019607843,"#EBC19F",TRUE,360,117
"2680","Shiseido","Synchro Skin Self-Refreshing Custom Finish Powder Foundation","Citrine","360",0.619607843137255,"#C89574",TRUE,360,119
"2681","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Truffle","362",0.403921568627451,"#90653E",TRUE,362,104
"2682","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"Y363",0.735294117647059,"#E0C297",TRUE,363,123
"2683","Anastasia Beverly Hills","Luminous Foundation",NA,"365C",0.435294117647059,"#9B6B43",TRUE,365,91
"2684","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Nutmeg","365",0.425490196078431,"#995840",TRUE,365,104
"2685","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y365",0.566666666666667,"#AD8A74",TRUE,365,122
"2686","MAKE UP FOR EVER","Reboot Active Care Revitalizing Foundation",NA,"Y365",0.654901960784314,"#D0A47E",TRUE,365,125
"2687","MAKE UP FOR EVER","Matte Velvet Skin Blurring Powder Foundation",NA,"Y365",0.8,"#F8C0A0",TRUE,365,126
"2688","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"Y365",0.690196078431373,"#D5B48B",TRUE,365,123
"2689","MAKE UP FOR EVER","Ultra HD Invisible Cover Stick Foundation",NA,"Y365",0.713725490196078,"#D6AA96",TRUE,365,124
"2690","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Deep Golden","368",0.380392156862745,"#925730",TRUE,368,104
"2691","Anastasia Beverly Hills","Luminous Foundation",NA,"370W",0.398039215686274,"#936038",TRUE,370,91
"2692","Lancôme","Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation","Bisque","370",0.607843137254902,"#CF9667",TRUE,370,120
"2693","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Deep Bronze","370",0.396078431372549,"#8B553F",TRUE,370,104
"2694","Revlon","ColorStay Makeup For Normal/Dry Skin","Toast","370",0.613725490196078,"#CB906E",TRUE,370,112
"2695","Maybelline","Super Stay Full Coverage Foundation","Deep Bronze","370",0.292156862745098,"#67442E",TRUE,370,105
"2696","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Bisque W","370",0.662745098039216,"#D1AA81",TRUE,370,88
"2697","Lancôme","Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27","Dore 25 W","370",0.625490196078431,"#CC9B73",TRUE,370,89
"2698","ZOEVA","Authentik Skin Natural Luminous Foundation","Powerful","370C",0.503921568627451,"#C96B38",TRUE,370,78
"2699","Exa","High Fidelity Foundation","Dawn","370",0.619607843137255,"#CB9971",FALSE,370,115
"2700","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Neutral","370",0.584313725490196,"#D0895A",TRUE,370,95
"2701","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"370",0.580392156862745,"#CB865D",TRUE,370,96
"2702","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"370",0.670588235294118,"#E59E71",TRUE,370,97
"2703","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"R370",0.52156862745098,"#A27E68",TRUE,370,122
"2704","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"370N",0.643137254901961,"#D99E6F",TRUE,370,98
"2705","MAKE UP FOR EVER","Reboot Active Care Revitalizing Foundation",NA,"R370",0.650980392156863,"#C5A087",TRUE,370,125
"2706","MAKE UP FOR EVER","Matte Velvet Skin Blurring Powder Foundation",NA,"R370",0.768627450980392,"#EEB29A",TRUE,370,126
"2707","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"370",0.635294117647059,"#D09B74",TRUE,370,99
"2708","Gucci","Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation",NA,"370O",0.564705882352941,"#C18D5F",TRUE,370,116
"2709","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"R370",0.703921568627451,"#D4B393",TRUE,370,123
"2710","MAKE UP FOR EVER","Ultra HD Invisible Cover Stick Foundation",NA,"R370",0.662745098039216,"#D5A07D",TRUE,370,124
"2711","Givenchy","Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25",NA,"W370",0.527450980392157,"#AC7B61",TRUE,370,107
"2712","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y373",0.733333333333333,"#E0BF96",TRUE,373,122
"2713","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Java","375",0.349019607843137,"#76503C",TRUE,375,104
"2714","Maybelline","Super Stay Full Coverage Foundation","Java","375",0.282352941176471,"#5D4233",TRUE,375,105
"2715","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y375",0.554901960784314,"#B38768",TRUE,375,122
"2716","MAKE UP FOR EVER","Matte Velvet Skin Blurring Powder Foundation",NA,"Y375Golden",0.747058823529412,"#EAB693",TRUE,375,126
"2717","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"Y375",0.686274509803922,"#D4B18A",TRUE,375,123
"2718","MAKE UP FOR EVER","Ultra HD Invisible Cover Stick Foundation",NA,"Y375",0.656862745098039,"#D09E7F",TRUE,375,124
"2719","Maybelline","Fit Me Matte + Poreless Liquid Foundation","Espresso","380",0.27843137254902,"#5B3D33",TRUE,380,104
"2720","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Bisque W","380",0.674509803921569,"#D3AC85",TRUE,380,88
"2721","ZOEVA","Authentik Skin Natural Luminous Foundation","Smile","380N",0.390196078431373,"#AA4C1D",TRUE,380,78
"2722","Exa","High Fidelity Foundation","Alyssa","380",0.67843137254902,"#D5A985",FALSE,380,115
"2723","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Warm","380",0.554901960784314,"#C87D53",TRUE,380,95
"2724","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"380",0.594117647058824,"#CB8D64",TRUE,380,96
"2725","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"380",0.67843137254902,"#E59C75",TRUE,380,97
"2726","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"380W",0.633333333333333,"#D49E6F",TRUE,380,98
"2727","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"380",0.643137254901961,"#D29A76",TRUE,380,99
"2728","Gucci","Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation",NA,"380N",0.494117647058824,"#B1764B",TRUE,380,116
"2729","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y383",0.641176470588235,"#C0A487",TRUE,383,122
"2730","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"385",0.449019607843137,"#A46B41",TRUE,385,96
"2731","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"385",0.6,"#D4965E",TRUE,385,97
"2732","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y385",0.552941176470588,"#AE8A6C",TRUE,385,122
"2733","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"385",0.57843137254902,"#C49663",TRUE,385,99
"2734","Revlon","ColorStay Full Cover Foundation","Early Tan","390",0.674509803921569,"#DCA57C",TRUE,390,113
"2735","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Bisque C","390",0.674509803921569,"#D3AD85",TRUE,390,88
"2736","ZOEVA","Authentik Skin Natural Luminous Foundation","Soulful","390N",0.376470588235294,"#A1411F",TRUE,390,78
"2737","Exa","High Fidelity Foundation","Allie","390",0.680392156862745,"#CEA98D",FALSE,390,115
"2738","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Cool","390",0.556862745098039,"#C97F53",TRUE,390,95
"2739","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"390",0.484313725490196,"#AC714B",TRUE,390,96
"2740","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"390",0.611764705882353,"#CD926B",TRUE,390,97
"2741","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"390C",0.649019607843137,"#CF957C",TRUE,390,98
"2742","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"390",0.505882352941176,"#B07C52",TRUE,390,99
"2743","Anastasia Beverly Hills","Luminous Foundation",NA,"400N",0.374509803921569,"#8E5A31",TRUE,400,91
"2744","Revlon","ColorStay Makeup For Combo/Oily Skin","Caramel","400",0.611764705882353,"#C69072",TRUE,400,111
"2745","Almay","Clear Complexion Make Myself Clear Makeup","Neutral","400",0.66078431372549,"#CF9D82",TRUE,400,92
"2746","Revlon","ColorStay Makeup For Normal/Dry Skin","Caramel","400",0.611764705882353,"#C69072",TRUE,400,112
"2747","Almay","Smart Shade Skintone Matching Makeup","Medium Meets Deep","400",0.694117647058824,"#DDA785",TRUE,400,128
"2748","Juvia's Place","I Am Magic Foundation","Ethiopia","400",0.625490196078431,"#D99C66",FALSE,400,93
"2749","ZOEVA","Authentik Skin Natural Luminous Foundation","Spirited","400C",0.376470588235294,"#9F4221",TRUE,400,78
"2750","Exa","High Fidelity Foundation","Lydia","400",0.67843137254902,"#D59F85",FALSE,400,115
"2751","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Warm","400",0.535294117647059,"#D07741",TRUE,400,95
"2752","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"400",0.405882352941176,"#995E36",TRUE,400,96
"2753","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"400",0.519607843137255,"#C67943",TRUE,400,97
"2754","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"400W",0.598039215686274,"#C6926B",TRUE,400,98
"2755","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"400",0.484313725490196,"#B17646",TRUE,400,99
"2756","HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick",NA,"400G",0.786274509803922,"#ECC8A5",TRUE,400,100
"2757","HUDA BEAUTY","#FauxFilter Full Coverage Matte Foundation","Macchiato","400G",0.484313725490196,"#AF8048",TRUE,400,101
"2758","La Mer","The Soft Fluid Long Wear Foundation SPF 20","Dusk","400",0.605882352941176,"#C6856F",TRUE,400,118
"2759","Origins","Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation",NA,"400",0.641176470588235,"#CE9F79",TRUE,400,102
"2760","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y405",0.549019607843137,"#AE856A",TRUE,405,122
"2761","MAKE UP FOR EVER","Reboot Active Care Revitalizing Foundation",NA,"Y405",0.627450980392157,"#CF9C71",TRUE,405,125
"2762","MAKE UP FOR EVER","Matte Velvet Skin Blurring Powder Foundation",NA,"Y405Golden",0.745098039215686,"#EFB28D",TRUE,405,126
"2763","HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick",NA,"405N",0.723529411764706,"#E4B38D",TRUE,405,100
"2764","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"Y405",0.66078431372549,"#CBAD86",TRUE,405,123
"2765","MAKE UP FOR EVER","Ultra HD Invisible Cover Stick Foundation",NA,"Y405",0.664705882352941,"#D8A37B",TRUE,405,124
"2766","Givenchy","Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25",NA,"N405",0.519607843137255,"#AE745B",TRUE,405,107
"2767","Anastasia Beverly Hills","Luminous Foundation",NA,"410C",0.347058823529412,"#86562B",TRUE,410,91
"2768","Lancôme","Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation","Bisque","410",0.725490196078431,"#F0B882",TRUE,410,120
"2769","Revlon","ColorStay Makeup For Combo/Oily Skin","Cappuccino","410",0.568627450980392,"#BA8468",TRUE,410,111
"2770","Revlon","ColorStay Makeup For Normal/Dry Skin","Cappuccino","410",0.568627450980392,"#BA8468",TRUE,410,112
"2771","Revlon","ColorStay Full Cover Foundation","Toast","410",0.598039215686274,"#D19660",TRUE,410,113
"2772","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Bisque W","410",0.664705882352941,"#DFA774",TRUE,410,88
"2773","Juvia's Place","I Am Magic Foundation","Nairobi","410",0.450980392156863,"#B26634",FALSE,410,93
"2774","Lancôme","Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27","Bisque W","410",0.633333333333333,"#DB9B68",TRUE,410,89
"2775","ZOEVA","Authentik Skin Natural Luminous Foundation","Strong","410W",0.284313725490196,"#76301B",TRUE,410,78
"2776","Exa","High Fidelity Foundation","James","410",0.780392156862745,"#EFC39F",FALSE,410,115
"2777","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Warm","410",0.517647058823529,"#C77341",TRUE,410,95
"2778","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"410",0.423529411764706,"#9A623E",TRUE,410,96
"2779","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"410",0.535294117647059,"#C67A4B",TRUE,410,97
"2780","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"410N",0.554901960784314,"#B98662",TRUE,410,98
"2781","MAKE UP FOR EVER","Matte Velvet Skin Blurring Powder Foundation",NA,"R410Golden",0.733333333333333,"#E5AB91",TRUE,410,126
"2782","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"410",0.5,"#B2784D",TRUE,410,99
"2783","HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick",NA,"410G",0.688235294117647,"#DBAC84",TRUE,410,100
"2784","Gucci","Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation",NA,"410W",0.543137254901961,"#BF8456",TRUE,410,116
"2785","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"R410",0.668627450980392,"#CBAA8A",TRUE,410,123
"2786","MAKE UP FOR EVER","Ultra HD Invisible Cover Stick Foundation",NA,"R410",0.625490196078431,"#D1936E",TRUE,410,124
"2787","HUDA BEAUTY","#FauxFilter Full Coverage Matte Foundation","Brown Sugar","410G",0.549019607843137,"#C09258",TRUE,410,101
"2788","Shiseido","Synchro Skin Self-Refreshing Foundation SPF 30",NA,"410",0.719607843137255,"#E6AE89",TRUE,410,117
"2789","La Mer","The Soft Fluid Long Wear Foundation SPF 20","Espresso","410",0.229411764705882,"#5D2D18",TRUE,410,118
"2790","Shiseido","Synchro Skin Self-Refreshing Custom Finish Powder Foundation","Sunstone","410",0.615686274509804,"#C89272",TRUE,410,119
"2791","Origins","Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation",NA,"410",0.67843137254902,"#D8A982",TRUE,410,102
"2792","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y412",0.590196078431373,"#B3957A",TRUE,412,122
"2793","MAKE UP FOR EVER","Reboot Active Care Revitalizing Foundation",NA,"Y412",0.63921568627451,"#CC9B7A",TRUE,412,125
