"","brand","product","name","specific","lightness","hex","lightToDark","numbers","id"
"2794","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Bisque W","415",0.609803921568628,"#D39C64",TRUE,415,88
"2795","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y415",0.490196078431373,"#997861",TRUE,415,122
"2796","MAKE UP FOR EVER","Matte Velvet Skin Blurring Powder Foundation",NA,"Y415",0.707843137254902,"#E0A989",TRUE,415,126
"2797","HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick",NA,"415N",0.682352941176471,"#DAAA82",TRUE,415,100
"2798","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"Y415",0.668627450980392,"#CCB189",TRUE,415,123
"2799","MAKE UP FOR EVER","Ultra HD Invisible Cover Stick Foundation",NA,"Y415",0.629411764705882,"#CC9975",TRUE,415,124
"2800","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Bisque C","418",0.992156862745098,"#FDFDFD",TRUE,418,88
"2801","Anastasia Beverly Hills","Luminous Foundation",NA,"420C",0.343137254901961,"#7F5430",TRUE,420,91
"2802","Lancôme","Teint Idole Ultra Longwear Foundation Stick SPF 21","Bisque N","420",0.635294117647059,"#D1A173",TRUE,420,110
"2803","Lancôme","Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation","Bisque","420",0.592156862745098,"#D58D59",TRUE,420,120
"2804","Revlon","ColorStay Full Cover Foundation","Mahogany","420",0.403921568627451,"#945A3A",TRUE,420,113
"2805","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Bisque N","420",0.635294117647059,"#D1A173",TRUE,420,88
"2806","Juvia's Place","I Am Magic Foundation","Havana","420",0.57843137254902,"#D68751",FALSE,420,93
"2807","Lancôme","Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27","Bisque N","420",0.582352941176471,"#D18A58",TRUE,420,89
"2808","ZOEVA","Authentik Skin Natural Luminous Foundation","Trusted","420N",0.272549019607843,"#6D281E",TRUE,420,78
"2809","Exa","High Fidelity Foundation","Annica","420",0.770588235294118,"#F5C294",FALSE,420,115
"2810","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Cool","420",0.450980392156863,"#AD6639",TRUE,420,95
"2811","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"420",0.417647058823529,"#9B5E3A",TRUE,420,96
"2812","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"420",0.53921568627451,"#CE8045",TRUE,420,97
"2813","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"R420",0.547058823529412,"#A9816E",TRUE,420,122
"2814","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"420N",0.607843137254902,"#C49272",TRUE,420,98
"2815","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"420",0.582352941176471,"#C59264",TRUE,420,99
"2816","HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick",NA,"420G",0.701960784313725,"#E4B282",TRUE,420,100
"2817","Gucci","Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation",NA,"420N",0.549019607843137,"#BF7E59",TRUE,420,116
"2818","HUDA BEAUTY","#FauxFilter Full Coverage Matte Foundation","Toffee","420G",0.445098039215686,"#A17642",TRUE,420,101
"2819","Shiseido","Synchro Skin Self-Refreshing Foundation SPF 30",NA,"420",0.613725490196078,"#C59B74",TRUE,420,117
"2820","La Mer","The Soft Fluid Long Wear Foundation SPF 20","Terra","420",0.352941176470588,"#814C33",TRUE,420,118
"2821","Origins","Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation",NA,"420",0.641176470588235,"#C4A283",TRUE,420,102
"2822","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y422",0.637254901960784,"#BFA386",TRUE,422,122
"2823","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Bisque W","425",0.603921568627451,"#CF9A65",TRUE,425,88
"2824","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y425",0.52156862745098,"#A57E65",TRUE,425,122
"2825","MAKE UP FOR EVER","Matte Velvet Skin Blurring Powder Foundation",NA,"Y425",0.690196078431373,"#E1AA7F",TRUE,425,126
"2826","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"Y425",0.654901960784314,"#C9AC85",TRUE,425,123
"2827","Anastasia Beverly Hills","Luminous Foundation",NA,"430W",0.362745098039216,"#8B562E",TRUE,430,91
"2828","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Bisque C","430",0.594117647058824,"#C99366",TRUE,430,88
"2829","Juvia's Place","I Am Magic Foundation","Rio","430",0.447058823529412,"#B06B34",FALSE,430,93
"2830","Lancôme","Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27","Dore 30 W","430",0.592156862745098,"#CB8C63",TRUE,430,89
"2831","ZOEVA","Authentik Skin Natural Luminous Foundation","Warrior","430N",0.225490196078431,"#57241C",TRUE,430,78
"2832","Exa","High Fidelity Foundation","Dana","430",0.719607843137255,"#D9AA96",FALSE,430,115
"2833","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Neutral","430",0.507843137254902,"#C4733F",TRUE,430,95
"2834","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"430",0.370588235294118,"#8B5432",TRUE,430,96
"2835","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"430",0.47843137254902,"#AB6C49",TRUE,430,97
"2836","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"R430",0.47843137254902,"#98705C",TRUE,430,122
"2837","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"430W",0.609803921568628,"#C8926F",TRUE,430,98
"2838","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"430",0.466666666666667,"#9E6F50",TRUE,430,99
"2839","HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick",NA,"430N",0.676470588235294,"#DBA97E",TRUE,430,100
"2840","Gucci","Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation",NA,"430C",0.480392156862745,"#A9694C",TRUE,430,116
"2841","HUDA BEAUTY","#FauxFilter Full Coverage Matte Foundation","Gingerbread","430N",0.445098039215686,"#AB7A38",TRUE,430,101
"2842","Shiseido","Synchro Skin Self-Refreshing Foundation SPF 30",NA,"430",0.641176470588235,"#CF9478",TRUE,430,117
"2843","La Mer","The Soft Fluid Long Wear Foundation SPF 20","Chestnut","430",0.586274509803922,"#C28B69",TRUE,430,118
"2844","MAKE UP FOR EVER","Water Blend Face & Body Foundation",NA,"R430",0.558823529411765,"#B27D6B",TRUE,430,129
"2845","Givenchy","Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25",NA,"W430",0.431372549019608,"#915C4B",TRUE,430,107
"2846","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"Y433",0.650980392156863,"#CFAA7D",TRUE,433,123
"2847","MAKE UP FOR EVER","Reboot Active Care Revitalizing Foundation",NA,"Y434",0.572549019607843,"#C68D5E",TRUE,434,125
"2848","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Bisque W","435",0.994117647058824,"#FEFEFD",TRUE,435,88
"2849","Juvia's Place","I Am Magic Foundation","Punta Cana","435",0.482352941176471,"#B8753E",FALSE,435,93
"2850","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y435",0.641176470588235,"#C59C82",TRUE,435,122
"2851","Anastasia Beverly Hills","Luminous Foundation",NA,"440C",0.323529411764706,"#7A4F2B",TRUE,440,91
"2852","Lancôme","Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation","Bisque","440",0.570588235294118,"#D08453",TRUE,440,120
"2853","Juvia's Place","I Am Magic Foundation","Savanna","440",0.523529411764706,"#BF7E4C",FALSE,440,93
"2854","Revlon","ColorStay Light Cover Liquid Foundation","Caramel","440",0.482352941176471,"#B07646",TRUE,440,114
"2855","ZOEVA","Authentik Skin Natural Luminous Foundation","Wise","440C",0.201960784313725,"#452722",TRUE,440,78
"2856","Exa","High Fidelity Foundation","Katey","440",0.656862745098039,"#D0A57F",FALSE,440,115
"2857","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Neutral","440",0.505882352941176,"#C46B3E",TRUE,440,95
"2858","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"440",0.380392156862745,"#8D5435",TRUE,440,96
"2859","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"440",0.552941176470588,"#C38057",TRUE,440,97
"2860","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"440C",0.525490196078431,"#B07A5C",TRUE,440,98
"2861","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"440",0.486274509803922,"#AB754D",TRUE,440,99
"2862","HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick",NA,"440G",0.633333333333333,"#D69D6D",TRUE,440,100
"2863","Gucci","Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation",NA,"440O",0.480392156862745,"#AA6C4B",TRUE,440,116
"2864","HUDA BEAUTY","#FauxFilter Full Coverage Matte Foundation","Cinnamon","440G",0.423529411764706,"#A06838",TRUE,440,101
"2865","Shiseido","Synchro Skin Self-Refreshing Foundation SPF 30",NA,"440",0.517647058823529,"#AF8259",TRUE,440,117
"2866","La Mer","The Soft Fluid Long Wear Foundation SPF 20","Amber","440",0.574509803921569,"#B18D74",TRUE,440,118
"2867","Shiseido","Synchro Skin Self-Refreshing Custom Finish Powder Foundation","Amber","440",0.588235294117647,"#C18B6B",TRUE,440,119
"2868","Origins","Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation",NA,"440",0.690196078431373,"#CDAF93",TRUE,440,102
"2869","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"445",0.337254901960784,"#864C26",TRUE,445,96
"2870","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"445",0.472549019607843,"#AF7142",TRUE,445,97
"2871","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y445",0.462745098039216,"#9A7352",TRUE,445,122
"2872","MAKE UP FOR EVER","Reboot Active Care Revitalizing Foundation",NA,"Y445",0.582352941176471,"#C28B67",TRUE,445,125
"2873","MAKE UP FOR EVER","Matte Velvet Skin Blurring Powder Foundation",NA,"Y445",0.701960784313725,"#E4A682",TRUE,445,126
"2874","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"445",0.462745098039216,"#A1744B",TRUE,445,99
"2875","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"Y445",0.629411764705882,"#C5A67C",TRUE,445,123
"2876","MAKE UP FOR EVER","Ultra HD Invisible Cover Stick Foundation",NA,"Y445",0.543137254901961,"#B9815C",TRUE,445,124
"2877","MAKE UP FOR EVER","Water Blend Face & Body Foundation",NA,"Y445",0.617647058823529,"#C18D7A",TRUE,445,129
"2878","Anastasia Beverly Hills","Luminous Foundation",NA,"450C",0.301960784313725,"#724C28",TRUE,450,91
"2879","Lancôme","Teint Idole Ultra Longwear Foundation Stick SPF 21","Suede N","450",0.594117647058824,"#C69469",TRUE,450,110
"2880","Lancôme","Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation","Suede","450",0.476470588235294,"#B36A40",TRUE,450,120
"2881","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Suede N","450",0.588235294117647,"#C49368",TRUE,450,88
"2882","Juvia's Place","I Am Magic Foundation","Casablanca","450",0.625490196078431,"#D99C66",FALSE,450,93
"2883","Exa","High Fidelity Foundation","Emily","450",0.735294117647059,"#E2B995",FALSE,450,115
"2884","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Cool","450",0.413725490196078,"#AB5328",TRUE,450,95
"2885","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"450",0.341176470588235,"#7D4C31",TRUE,450,96
"2886","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"450",0.47843137254902,"#A86E4C",TRUE,450,97
"2887","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"450N",0.466666666666667,"#A4644A",TRUE,450,98
"2888","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"450",0.468627450980392,"#9C7153",TRUE,450,99
"2889","HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick",NA,"450G",0.523529411764706,"#B48357",TRUE,450,100
"2890","Gucci","Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation",NA,"450C",0.480392156862745,"#AF6946",TRUE,450,116
"2891","HUDA BEAUTY","#FauxFilter Full Coverage Matte Foundation","Chocolate Mousse","450G",0.482352941176471,"#A47C52",TRUE,450,101
"2892","Shiseido","Synchro Skin Self-Refreshing Foundation SPF 30",NA,"450",0.607843137254902,"#C28C74",TRUE,450,117
"2893","La Mer","The Soft Fluid Long Wear Foundation SPF 20","Sepia","450",0.594117647058824,"#D09B5F",TRUE,450,118
"2894","Shiseido","Synchro Skin Self-Refreshing Custom Finish Powder Foundation","Copper","450",0.550980392156863,"#B37C66",TRUE,450,119
"2895","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Suede C","455",0.458823529411765,"#B17539",TRUE,455,88
"2896","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y455",0.462745098039216,"#997153",TRUE,455,122
"2897","MAKE UP FOR EVER","Matte Velvet Skin Blurring Powder Foundation",NA,"Y455",0.684313725490196,"#DDA380",TRUE,455,126
"2898","HUDA BEAUTY","#FauxFilter Skin Finish Buildable Coverage Foundation Stick",NA,"455R",0.619607843137255,"#CC9670",TRUE,455,100
"2899","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"Y455",0.615686274509804,"#C9A371",TRUE,455,123
"2900","MAKE UP FOR EVER","Water Blend Face & Body Foundation",NA,"Y455",0.53921568627451,"#AF7D64",TRUE,455,129
"2901","Lancôme","Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation","Suede","460",0.531372549019608,"#C57D4A",TRUE,460,120
"2902","Revlon","ColorStay Makeup For Normal/Dry Skin","Macadamia","460",0.782352941176471,"#F5C29A",TRUE,460,112
"2903","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Suede W","460",0.562745098039216,"#C08D5F",TRUE,460,88
"2904","Lancôme","Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27","Suede C","460",0.441176470588235,"#AB5F36",TRUE,460,89
"2905","Exa","High Fidelity Foundation","Gretta","460",0.758823529411765,"#DFC1A4",FALSE,460,115
"2906","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Warm","460",0.341176470588235,"#82472C",TRUE,460,95
"2907","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"460",0.319607843137255,"#74432F",TRUE,460,96
"2908","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"460",0.476470588235294,"#A6634D",TRUE,460,97
"2909","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"460W",0.505882352941176,"#AF7453",TRUE,460,98
"2910","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"460",0.470588235294118,"#9A6956",TRUE,460,99
"2911","Gucci","Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation",NA,"460N",0.441176470588235,"#996948",TRUE,460,116
"2912","Shiseido","Synchro Skin Self-Refreshing Foundation SPF 30",NA,"460",0.707843137254902,"#E1AB88",TRUE,460,117
"2913","La Mer","The Soft Fluid Long Wear Foundation SPF 20","Sienna","460",0.552941176470588,"#AC826E",TRUE,460,118
"2914","MAKE UP FOR EVER","Ultra HD Invisible Cover Foundation",NA,"Y463",0.515686274509804,"#A28265",TRUE,463,122
"2915","MAKE UP FOR EVER","Matte Velvet Skin Full Coverage Foundation",NA,"Y463",0.607843137254902,"#BFA177",TRUE,463,123
"2916","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Suede C","465",0.37843137254902,"#95582C",TRUE,465,88
"2917","Anastasia Beverly Hills","Luminous Foundation",NA,"470C",0.276470588235294,"#6D4120",TRUE,470,91
"2918","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Suede C","470",0.570588235294118,"#C38960",TRUE,470,88
"2919","Exa","High Fidelity Foundation","Stefania","470",0.762745098039216,"#E8BE9D",FALSE,470,115
"2920","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Cool","470",0.345098039215686,"#83432D",TRUE,470,95
"2921","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"470",0.315686274509804,"#74452D",TRUE,470,96
"2922","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"470",0.452941176470588,"#9D634A",TRUE,470,97
"2923","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"470C",0.490196078431373,"#A77053",TRUE,470,98
"2924","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"470",0.456862745098039,"#946B55",TRUE,470,99
"2925","Gucci","Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation",NA,"470O",0.388235294117647,"#926034",TRUE,470,116
"2926","Anastasia Beverly Hills","Luminous Foundation",NA,"480C",0.268627450980392,"#683F21",TRUE,480,91
"2927","Exa","High Fidelity Foundation","Liam","480",0.741176470588235,"#DDB99D",FALSE,480,115
"2928","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Neutral","480",0.347058823529412,"#87452A",TRUE,480,95
"2929","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"480",0.305882352941176,"#70432C",TRUE,480,96
"2930","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"480",0.449019607843137,"#97644E",TRUE,480,97
"2931","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"480W",0.435294117647059,"#956449",TRUE,480,98
"2932","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"480",0.366666666666667,"#7D543E",TRUE,480,99
"2933","Gucci","Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation",NA,"480C",0.415686274509804,"#955A3F",TRUE,480,116
"2934","Givenchy","Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25",NA,"W480",0.262745098039216,"#563530",TRUE,480,107
"2935","Anastasia Beverly Hills","Luminous Foundation",NA,"490W",0.262745098039216,"#673C1F",TRUE,490,91
"2936","Exa","High Fidelity Foundation","Hannah","490",0.705882352941177,"#DCB58C",FALSE,490,115
"2937","SMITH & CULT","Veiled Threat Weightless Micro-Blurring Foundation","Neutral","490",0.286274509803922,"#6B3927",TRUE,490,95
"2938","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"490",0.266666666666667,"#663B22",TRUE,490,96
"2939","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"490",0.43921568627451,"#94644C",TRUE,490,97
"2940","Rare Beauty by Selena Gomez","Liquid Touch Weightless Foundation",NA,"490C",0.437254901960784,"#995E46",TRUE,490,98
"2941","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"490",0.36078431372549,"#7B553D",TRUE,490,99
"2942","Givenchy","Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25",NA,"N490",0.225490196078431,"#45312E",TRUE,490,107
"2943","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Suede","495",0.4,"#856447",TRUE,495,88
"2944","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"495",0.247058823529412,"#5D3121",TRUE,495,96
"2945","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"495",0.335294117647059,"#784533",TRUE,495,97
"2946","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"495",0.350980392156863,"#734F40",TRUE,495,99
"2947","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Powder Foundation",NA,"498",0.247058823529412,"#4E3530",TRUE,498,96
"2948","FENTY BEAUTY by Rihanna","Pro Filt'r Soft Matte Longwear Foundation",NA,"498",0.349019607843137,"#66524C",TRUE,498,97
"2949","FENTY BEAUTY by Rihanna","Pro Filt'r Hydrating Longwear Foundation",NA,"498",0.350980392156863,"#635550",TRUE,498,99
"2950","Anastasia Beverly Hills","Luminous Foundation",NA,"500C",0.252941176470588,"#613920",TRUE,500,91
"2951","Lancôme","Teint Idole Ultra Longwear Foundation Stick SPF 21","Suede W","500",0.480392156862745,"#AC7A49",TRUE,500,110
"2952","Lancôme","Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation","Suede","500",0.427450980392157,"#B45926",TRUE,500,120
"2953","Almay","Clear Complexion Make Myself Clear Makeup","Beige","500",0.658823529411765,"#CE9782",TRUE,500,92
"2954","Revlon","ColorStay Makeup For Normal/Dry Skin","Walnut","500",0.374509803921569,"#A74E18",TRUE,500,112
"2955","Almay","Smart Shade Skintone Matching Makeup","Deep Like Me","500",0.609803921568628,"#C79270",TRUE,500,128
"2956","Lancôme","Teint Idole Ultra Wear 24H Long Wear Foundation","Suede W","500",0.482352941176471,"#AC7A4A",TRUE,500,88
